time,file,result,length
2024-05-07 20:27:21.664565+00:00,/home/chris/data/fishsense/__labeling_0504/080323_0855_MolHITW/P8030112.png,SUCCESS,0.179396372
2024-05-07 20:27:21.671216+00:00,/home/chris/data/fishsense/__labeling_0504/080323_0855_MolHITW/P8030113.png,SUCCESS,0.159812323
2024-05-07 20:27:21.676526+00:00,/home/chris/data/fishsense/__labeling_0504/080323_0855_MolHITW/P8030128.png,SUCCESS,0.171326832
2024-05-07 20:27:21.682947+00:00,/home/chris/data/fishsense/__labeling_0504/080323_0855_MolHITW/P8030129.png,SUCCESS,0.148582617
2024-05-07 20:27:21.689533+00:00,/home/chris/data/fishsense/__labeling_0504/080323_0855_MolHITW/P8030130.png,SUCCESS,0.146311549
2024-05-07 20:27:21.695528+00:00,/home/chris/data/fishsense/__labeling_0504/080323_0855_MolHITW/P8030131.png,SUCCESS,0.145813834
2024-05-07 20:27:21.701861+00:00,/home/chris/data/fishsense/__labeling_0504/080323_0855_MolHITW/P8030132.png,SUCCESS,0.153517329
2024-05-07 20:28:03.888375+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1015_MolPeLe/P8030142.png,SUCCESS,0.325610662
2024-05-07 20:28:03.895297+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1015_MolPeLe/P8030156.png,SUCCESS,0.187239026
2024-05-07 20:28:03.901451+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1015_MolPeLe/P8030157.png,SUCCESS,0.122476148
2024-05-07 20:28:03.908191+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1015_MolPeLe/P8030143.png,SUCCESS,0.306646891
2024-05-07 20:28:03.916287+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1015_MolPeLe/P8030180.png,SUCCESS,0.162587657
2024-05-07 20:28:03.923430+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1015_MolPeLe/P8030155.png,SUCCESS,0.173877172
2024-05-07 20:28:03.929092+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1015_MolPeLe/P8030141.png,SUCCESS,0.316776189
2024-05-07 20:28:03.935539+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1015_MolPeLe/P8030169.png,SUCCESS,0.373741444
2024-05-07 20:28:03.941637+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1015_MolPeLe/P8030168.png,SUCCESS,0.290374211
2024-05-07 20:28:03.948227+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1015_MolPeLe/P8030154.png,SUCCESS,0.188640323
2024-05-07 20:28:03.953671+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1015_MolPeLe/P8030187.png,SUCCESS,0.42147257
2024-05-07 20:28:03.960723+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1015_MolPeLe/P8030178.png,SUCCESS,0.253082713
2024-05-07 20:28:03.966549+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1015_MolPeLe/P8030150.png,SUCCESS,0.207580133
2024-05-07 20:28:03.970415+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1015_MolPeLe/P8030144.png,SUCCESS,0.249523012
2024-05-07 20:28:03.973994+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1015_MolPeLe/P8030145.png,SUCCESS,0.249209403
2024-05-07 20:28:03.978144+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1015_MolPeLe/P8030151.png,SUCCESS,0.215829073
2024-05-07 20:28:03.981887+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1015_MolPeLe/P8030179.png,SUCCESS,0.255196139
2024-05-07 20:28:03.986094+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1015_MolPeLe/P8030186.png,SUCCESS,0.389327829
2024-05-07 20:28:03.990606+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1015_MolPeLe/P8030184.png,SUCCESS,0.413789713
2024-05-07 20:28:03.995116+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1015_MolPeLe/P8030146.png,SUCCESS,0.265119616
2024-05-07 20:28:04.000160+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1015_MolPeLe/P8030185.png,SUCCESS,0.416401108
2024-05-07 20:28:04.004787+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1015_MolPeLe/P8030188.png,SUCCESS,0.422126241
2024-05-07 20:28:04.012561+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1015_MolPeLe/P8030177.png,SUCCESS,0.288571719
2024-05-07 20:28:04.018016+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1015_MolPeLe/P8030176.png,SUCCESS,0.43205154
2024-05-07 20:28:04.024645+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1015_MolPeLe/P8030174.png,SUCCESS,0.459235447
2024-05-07 20:28:04.030036+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1015_MolPeLe/P8030175.png,SUCCESS,0.472275183
2024-05-07 20:28:04.036016+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1015_MolPeLe/P8030171.png,SUCCESS,0.353238348
2024-05-07 20:28:04.041779+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1015_MolPeLe/P8030165.png,SUCCESS,0.24685873
2024-05-07 20:28:04.047694+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1015_MolPeLe/P8030164.png,SUCCESS,0.342705726
2024-05-07 20:28:04.053646+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1015_MolPeLe/P8030170.png,SUCCESS,0.364743261
2024-05-07 20:28:04.059506+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1015_MolPeLe/P8030172.png,SUCCESS,0.370149556
2024-05-07 20:28:04.064687+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1015_MolPeLe/P8030173.png,SUCCESS,0.362939155
2024-05-07 20:28:56.923148+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030377.png,SUCCESS,0.293527449
2024-05-07 20:28:56.928989+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030378.png,SUCCESS,0.285496402
2024-05-07 20:28:56.934368+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030379.png,SUCCESS,0.285589362
2024-05-07 20:28:56.940312+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030380.png,SUCCESS,0.277335786
2024-05-07 20:28:56.945956+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030381.png,SUCCESS,0.351520137
2024-05-07 20:28:56.952131+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030382.png,SUCCESS,0.3461251
2024-05-07 20:28:56.957611+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030383.png,SUCCESS,0.350925869
2024-05-07 20:28:56.963250+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030384.png,SUCCESS,0.310495194
2024-05-07 20:28:56.968895+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030385.png,SUCCESS,0.240886333
2024-05-07 20:28:56.974951+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030386.png,SUCCESS,0.268325994
2024-05-07 20:28:56.980238+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030387.png,SUCCESS,0.257153243
2024-05-07 20:28:56.986019+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030388.png,SUCCESS,0.272363088
2024-05-07 20:28:56.991893+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030389.png,SUCCESS,0.310576131
2024-05-07 20:28:56.998259+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030390.png,SUCCESS,0.344087749
2024-05-07 20:28:57.004093+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030391.png,SUCCESS,0.341962848
2024-05-07 20:28:57.008757+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030392.png,SUCCESS,0.290607172
2024-05-07 20:28:57.013547+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030393.png,SUCCESS,0.279039401
2024-05-07 20:28:57.018053+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030394.png,SUCCESS,0.331684934
2024-05-07 20:28:57.022664+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030395.png,SUCCESS,0.323726377
2024-05-07 20:28:57.028135+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030396.png,SUCCESS,0.319097485
2024-05-07 20:28:57.032717+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030397.png,SUCCESS,0.317858008
2024-05-07 20:28:57.038047+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030398.png,SUCCESS,0.309984575
2024-05-07 20:28:57.042306+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030399.png,SUCCESS,0.317421713
2024-05-07 20:28:57.046926+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030400.png,SUCCESS,0.316040631
2024-05-07 20:28:57.050848+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030401.png,SUCCESS,0.268066831
2024-05-07 20:28:57.054190+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030402.png,SUCCESS,0.316244078
2024-05-07 20:28:57.058485+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030408.png,SUCCESS,0.275093864
2024-05-07 20:28:57.062704+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030409.png,SUCCESS,0.231212428
2024-05-07 20:28:57.066547+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030410.png,SUCCESS,0.289418847
2024-05-07 20:28:57.070217+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030411.png,SUCCESS,0.294052292
2024-05-07 20:28:57.073998+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030412.png,SUCCESS,0.224725899
2024-05-07 20:28:57.078402+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030413.png,SUCCESS,0.233964121
2024-05-07 20:28:57.081870+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030414.png,SUCCESS,0.226560313
2024-05-07 20:28:57.085188+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030415.png,SUCCESS,0.232783371
2024-05-07 20:28:57.088417+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030416.png,SUCCESS,0.251485733
2024-05-07 20:28:57.092382+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030417.png,SUCCESS,0.257289479
2024-05-07 20:28:57.096066+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030418.png,SUCCESS,0.298114573
2024-05-07 20:28:57.099431+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030419.png,SUCCESS,0.297421607
2024-05-07 20:28:57.102659+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030420.png,SUCCESS,0.256063234
2024-05-07 20:28:57.106389+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030421.png,SUCCESS,0.263782837
2024-05-07 20:28:57.110373+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030422.png,SUCCESS,0.269814179
2024-05-07 20:28:57.113836+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030423.png,SUCCESS,0.274678775
2024-05-07 20:28:57.117204+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030424.png,SUCCESS,0.282979504
2024-05-07 20:28:57.120368+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030425.png,SUCCESS,0.293325145
2024-05-07 20:28:57.124664+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030426.png,SUCCESS,0.211125476
2024-05-07 20:28:57.128630+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030427.png,SUCCESS,0.200274094
2024-05-07 20:28:57.132165+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030428.png,SUCCESS,0.288448481
2024-05-07 20:28:57.135807+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030429.png,SUCCESS,0.265597691
2024-05-07 20:28:57.140632+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030430.png,SUCCESS,0.262163879
2024-05-07 20:28:57.144689+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030431.png,SUCCESS,0.289471077
2024-05-07 20:28:57.148458+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030432.png,SUCCESS,0.284176928
2024-05-07 20:28:57.151836+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030433.png,SUCCESS,0.288544935
2024-05-07 20:28:57.155034+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030434.png,SUCCESS,0.285974838
2024-05-07 20:28:57.159207+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030435.png,SUCCESS,0.274757353
2024-05-07 20:28:57.163406+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030436.png,SUCCESS,0.259103801
2024-05-07 20:28:57.166972+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030437.png,SUCCESS,0.223785264
2024-05-07 20:28:57.170273+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030438.png,SUCCESS,0.257228577
2024-05-07 20:28:57.174141+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030439.png,SUCCESS,0.287567853
2024-05-07 20:28:57.178165+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030440.png,SUCCESS,0.328028604
2024-05-07 20:28:57.181663+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030441.png,SUCCESS,0.34495074
2024-05-07 20:28:57.185003+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030442.png,SUCCESS,0.338081608
2024-05-07 20:28:57.188269+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030443.png,SUCCESS,0.344317814
2024-05-07 20:28:57.192369+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030444.png,SUCCESS,0.324910829
2024-05-07 20:28:57.196251+00:00,/home/chris/data/fishsense/__labeling_0504/080323_1535_SnapperLedge/P8030445.png,SUCCESS,0.326368687
